Quote Date,VIXClosingPrice,FrontDTE,FrontFuturesPrice,BackDTE,BackFuturesPrice,FrontRelativeSlope,BackRelativeSlope,FrontSTFWeight,BackSTFWeight,STF_Weighted_Slope,STF_ActualReturnOverNextBusDay
2004-04-21 00:00:00,15.6,28.0,18.66,56.0,19.71,-0.005856683509416629,-0.0019025875190258764,0.9285714285714286,0.0714285714285714,-0.005574248081531575,-0.07304776633719952
2004-04-22 00:00:00,14.61,27.0,17.27,55.0,18.64,-0.0057046044307190805,-0.0026249233599019025,0.8928571428571429,0.1071428571428571,-0.005374638601702954,0.004654920746949524
2004-04-23 00:00:00,14.01,26.0,17.3,54.0,19.18,-0.007314361938639397,-0.0035006703411291505,0.8571428571428571,0.1428571428571429,-0.006769548853280791,-0.0048088903507903045
2004-04-26 00:00:00,14.77,23.0,17.23,51.0,19.0,-0.006207575260541525,-0.0033270676691729314,0.75,0.25,-0.005487448362699376,-0.024486971927788065
2004-04-27 00:00:00,15.07,22.0,16.740000000000002,50.0,18.759999999999998,-0.004534593244270668,-0.0038455680779774523,0.7142857142857143,0.2857142857142857,-0.004337728911044034,0.039282229769883575
2004-04-28 00:00:00,16.290001,21.0,17.5,49.0,19.21,-0.0032925142857142854,-0.003179147765300812,0.6785714285714286,0.3214285714285714,-0.0032560750470099547,0.019831507824368676
2004-04-29 00:00:00,16.6,20.0,17.8,48.0,19.7,-0.0033707865168539305,-0.0034445250181290763,0.6428571428571429,0.3571428571428571,-0.0033971216958807683,0.01769805509610453
2004-04-30 00:00:00,17.190001,19.0,18.28,47.0,19.72,-0.003138313370954746,-0.00260793972761518,0.6071428571428571,0.3928571428571429,-0.002929952296785631,-0.023711969130819903
2004-05-03 00:00:00,16.620001,16.0,17.8,44.0,19.330000000000002,-0.004143254915730345,-0.002826842066366124,0.5,0.5,-0.0034850484910482343,-0.03470401715909954
2004-05-04 00:00:00,16.549999,15.0,16.85,43.0,19.02,-0.0011869475766567823,-0.004074658254468976,0.4642857142857143,0.5357142857142857,-0.0027339354397704577,-0.012240021770439428
2004-05-05 00:00:00,15.77,14.0,16.6,42.0,18.830000000000002,-0.003571428571428579,-0.00422957287004021,0.42857142857142855,0.5714285714285714,-0.003947511027778083,0.04296116260809866
2004-05-06 00:00:00,17.049999,13.0,17.5,41.0,19.48,-0.001978026373626375,-0.003630096802581403,0.39285714285714285,0.6071428571428572,-0.0029810691340633566,0.025899321124753884
2004-05-07 00:00:00,18.129999,12.0,18.14,40.0,19.85,-4.594358691657037e-05,-0.0030766462756387203,0.35714285714285715,0.6428571428571428,-0.0019942524582379525,0.0507855617398245
2004-05-10 00:00:00,19.77,9.0,19.419999999999998,37.0,20.64,0.00200251745050922,-0.0021110188261351096,0.25,0.75,-0.0010826347569740274,-0.039634128086604575
2004-05-11 00:00:00,18.57,8.0,18.43,36.0,19.9,0.0009495387954422176,-0.0026381909547738675,0.21428571428571427,0.7857142857142857,-0.0018693917225847062,-0.011147318641108652
2004-05-12 00:00:00,18.139999,7.0,18.490000000000002,35.0,19.6,-0.0027041721393803787,-0.0020225947521865877,0.17857142857142858,0.8214285714285714,-0.0021443049998997646,0.0
2004-05-13 00:00:00,18.860001,6.0,18.490000000000002,34.0,19.6,0.0033351451234901607,-0.0020225947521865877,0.14285714285714285,0.8571428571428572,-0.0012572033413756237,0.004319173392914306
2004-05-14 00:00:00,18.469999,5.0,18.2,33.0,19.75,0.0029670219780220013,-0.002802893309222424,0.10714285714285714,0.8928571428571429,-0.002184688099874807,0.03126006001232044
2004-05-17 00:00:00,19.959999,2.0,19.44,30.0,20.28,0.013374459876543171,-0.001479289940828402,-0.0,1.0,-0.001479289940828402,-0.009368836291913318
2004-05-18 00:00:00,19.33,1.0,19.2,29.0,20.09,0.0067708333333332815,-0.00158216596743227,-0.03571428571428571,1.0357142857142858,-0.0018804873710310398,-0.04977860046457613
2004-05-24 00:00:00,18.08,23.0,18.8,58.0,19.11,-0.0016651248843663328,-0.0004634820961351555,0.8,0.19999999999999996,-0.0014247963267200975,-0.06210806417493353
2004-05-25 00:00:00,15.96,22.0,17.52,57.0,18.380000000000003,-0.004047322540473222,-0.0013368568319602097,0.7714285714285715,0.22857142857142854,-0.0034277875213845335,0.0008437338296327142
2004-05-26 00:00:00,15.97,21.0,17.59,56.0,18.2,-0.004385608706245429,-0.000957613814756671,0.7428571428571429,0.2571428571428571,-0.003504124305576892,-0.010849785315796875
2004-05-27 00:00:00,15.28,20.0,17.4,55.0,18.0,-0.0060919540229885044,-0.0009523809523809545,0.7142857142857143,0.2857142857142857,-0.00462350457424349,0.007613574165298382
2004-05-28 00:00:00,15.5,19.0,17.57,54.0,18.04,-0.0062007608663092,-0.0007443775736458646,0.6857142857142857,0.3142857142857143,-0.004485897545757866,0.005609914746191893
2004-06-01 00:00:00,16.299999,15.0,17.619999999999997,50.0,18.25,-0.00499432841468028,-0.0009863013698630178,0.5714285714285714,0.4285714285714286,-0.0032766025383300246,-0.002672643389139259
2004-06-02 00:00:00,16.08,14.0,17.61,49.0,18.15,-0.0062058895108298906,-0.0008500590318772124,0.5428571428571428,0.4571428571428572,-0.0037575098633086663,-0.008161671584313567
2004-06-04 00:00:00,16.780001,12.0,17.19,47.0,18.34,-0.0019875848361450583,-0.0017915563171833598,0.4857142857142857,0.5142857142857142,-0.0018867701692504703,-0.022270616944804894
2004-06-07 00:00:00,15.39,9.0,16.64,44.0,18.1,-0.008346688034188034,-0.0023046566692975544,0.4,0.6,-0.004721469215253746,-0.017297864428389344
2004-06-08 00:00:00,15.01,8.0,16.21,43.0,17.89,-0.009253547193090692,-0.0026830631637786467,0.37142857142857144,0.6285714285714286,-0.005123528660380263,0.003941204691695363
2004-06-09 00:00:00,15.39,7.0,16.29,42.0,17.95,-0.007892659826361472,-0.0026422602467170717,0.34285714285714286,0.6571428571428571,-0.004442397245452295,-0.0231264459799832
2004-06-10 00:00:00,15.04,6.0,15.8,41.0,17.6,-0.008016877637130817,-0.002922077922077923,0.3142857142857143,0.6857142857142857,-0.0045233006896659754,0.0
2004-06-14 00:00:00,16.07,2.0,15.8,37.0,17.6,0.008544303797468341,-0.002922077922077923,0.2,0.8,-0.0006288015781686703,-0.02305523590333727
2004-06-15 00:00:00,15.05,1.0,15.02,36.0,17.31,0.0019973368841545366,-0.003779813485186101,0.17142857142857143,0.8285714285714285,-0.0027894448504419914,0.11765037884619624
2004-06-16 00:00:00,14.79,35.0,17.15,63.0,19.259999999999998,-0.003931695127030403,-0.003912624239727043,1.1785714285714286,-0.1785714285714286,-0.003935100642620289,9.271621421151822e-05
2004-06-17 00:00:00,15.15,34.0,17.15,62.0,19.25,-0.0034299434059337996,-0.0038961038961038987,1.1428571428571428,-0.1428571428571428,-0.0033633490501952137,-0.013994169096209699
2004-06-18 00:00:00,14.99,33.0,16.94,61.0,19.25,-0.003488247289900184,-0.004285714285714283,1.1071428571428572,-0.1071428571428572,-0.0034028043974915307,0.018161578681059047
2004-06-21 00:00:00,15.26,30.0,17.2,58.0,19.04,-0.0037596899224806193,-0.0034513805522208884,1.0,0.0,-0.0037596899224806193,-0.023255813953488302
2004-06-22 00:00:00,14.31,29.0,16.8,57.0,18.75,-0.0051108374384236455,-0.003714285714285713,0.9642857142857143,0.0357142857142857,-0.005060960591133005,-0.0590170068027211
2004-06-23 00:00:00,13.98,28.0,15.8,56.0,17.9,-0.004113924050632912,-0.004189944134078209,0.9285714285714286,0.0714285714285714,-0.0041193540565932895,0.01667693737561487
2004-06-24 00:00:00,14.81,27.0,16.06,55.0,18.25,-0.002882708362160413,-0.004285714285714288,0.8928571428571429,0.1071428571428571,-0.003033030425398328,0.00032467532467540566
2004-06-25 00:00:00,15.19,26.0,16.05,54.0,18.4,-0.002060867481428232,-0.0045613354037267045,0.8571428571428571,0.1428571428571429,-0.002418077184613728,0.01634135368897646
2004-06-28 00:00:00,16.07,23.0,16.34,51.0,18.509999999999998,-0.0007184290351764131,-0.004186925985953536,0.75,0.25,-0.0015855532728706939,-0.01844217985316085
2004-06-29 00:00:00,15.47,22.0,16.0,50.0,18.3,-0.0015056818181818164,-0.0044886807181889156,0.7142857142857143,0.2857142857142857,-0.002357967218183845,-0.0349970725995316
2004-06-30 00:00:00,14.34,21.0,15.3,49.0,18.06,-0.0029878618113912256,-0.005457997152349308,0.6785714285714286,0.3214285714285714,-0.0037818338852706086,0.015799885845811316
2004-07-01 00:00:00,15.2,20.0,15.580000000000002,48.0,18.25,-0.0012195121951219592,-0.005225048923679057,0.6428571428571429,0.3571428571428571,-0.002650061026749494,0.005929876478700834
2004-07-02 00:00:00,15.08,19.0,15.7,47.0,18.3,-0.0020784445189406613,-0.005074160811865733,0.6071428571428571,0.3928571428571429,-0.0032553330625897966,0.021435408244951906
2004-07-06 00:00:00,16.25,15.0,16.06,43.0,18.65,0.0007887090078870955,-0.004959785522788204,0.4642857142857143,0.5357142857142857,-0.0022908416335461,-0.017014064931726268
2004-07-07 00:00:00,15.81,14.0,15.7,42.0,18.419999999999998,0.0005004549590536907,-0.005273770746083448,0.42857142857142855,0.5714285714285714,-0.00279910258673896,0.01919601177262125
2004-07-08 00:00:00,16.200001,13.0,15.959999999999999,41.0,18.81,0.00115674281858493,-0.005411255411255411,0.39285714285714285,0.6071428571428572,-0.002830970392389563,0.002194338660504158
2004-07-09 00:00:00,15.78,12.0,15.8,40.0,19.0,-0.00010548523206751767,-0.006015037593984961,0.35714285714285715,0.6428571428571428,-0.003904483179014445,-0.016500904159132055
2004-07-12 00:00:00,14.96,9.0,15.069999999999999,37.0,19.0,-0.0008110300081102829,-0.007387218045112784,0.25,0.75,-0.00574317103586216,-0.02145793315405295
2004-07-13 00:00:00,14.46,8.0,14.3,36.0,18.78,0.0013986013986013997,-0.008519701810436636,0.21428571428571427,0.7857142857142857,-0.0063943511227856275,0.14538161518992182
2004-07-21 00:00:00,16.41,28.0,19.06,56.0,20.55,-0.004965522410433216,-0.0025895029544664616,0.9285714285714286,0.0714285714285714,-0.004795806735007019,-0.038277801910509945
2004-07-22 00:00:00,15.75,27.0,18.29,55.0,20.330000000000002,-0.0051434704250450545,-0.003583725669313475,0.8928571428571429,0.1071428571428571,-0.004976354915502385,0.005830301624385002
2004-07-23 00:00:00,16.5,26.0,18.39,54.0,20.509999999999998,-0.003952817166520267,-0.003691579020686769,0.8571428571428571,0.1428571428571429,-0.0039154974314011964,0.010602282213711161
2004-07-26 00:00:00,17.299999,23.0,18.61,51.0,20.56,-0.0030605354764852927,-0.0033872984991662023,0.75,0.25,-0.00314222623215552,-0.03726436249286491
2004-07-27 00:00:00,16.549999,22.0,17.8,50.0,20.18,-0.0031920352400408606,-0.004212091179385528,0.7142857142857143,0.2857142857142857,-0.003483479794139337,-0.016333734750010733
2004-07-28 00:00:00,16.15,21.0,17.46,49.0,19.990000000000002,-0.003572792232586053,-0.0045201172014578735,0.6785714285714286,0.3214285714285714,-0.003877289544009138,-0.018802673714536904
2004-07-29 00:00:00,15.68,20.0,16.91,48.0,20.15,-0.0036369012418687183,-0.00574264445232187,0.6428571428571429,0.3571428571428571,-0.004388952388459129,-0.0031671939208994483
2004-07-30 00:00:00,15.32,19.0,16.85,47.0,20.1,-0.0047790098391379075,-0.005774697938877043,0.6071428571428571,0.3928571428571429,-0.0051701730211782815,-0.024826324081162733
